734867,877.3,1493900
734866,880.7,1342600
734865,869.3,2011100
734864,883.4,1314900
734860,880.7,863400
734859,876.6,1645200
734858,868.5,2642200
734857,865.9,2814800
734856,836.4,2756100
734853,852.68,100
734852,847.1,223100
734851,839.5,834400
734850,853.8,4157500
734849,871.3,2492600
734846,887.1,2262100
734845,866.1,4891500
734844,890.6,3841100
734843,885.3,2535000
734842,890.6,2809700
734839,879.6,2297300
734838,879,2530900
734837,883.1,3040800
734836,843.4,2581200
734835,841.2,2983200
734832,809.8,1249800
734830,814.9,2489900
734829,835.6,2321100
734828,842.9,2837600
734825,859.9,2040100
734824,859.9,3032700
734823,874.7,3056300
734822,888,2949400
734821,884.5,2470200
734818,889.5,2145500
734817,868.6,3178600
734816,865.4,3821900
734815,906.1,3463700
734814,896.7,2941100
734811,899,2719100
734810,893,3815100
734809,873.7,3567800
734808,863.5,6114000
734807,886.1,3372200
734804,908.9,2065100
734803,911.5,4209300
734802,871.2,2783900
734801,863.7,2870200
734800,880.1,2370200
734797,859.2,2538600
734796,838.3,3711600
734795,839.4,3017300
734794,851.6,3417400
734793,828.5,2866700
734790,851.9,2638400
734789,835.8,2668100
734788,832.2,3381000
734787,824.2,2688300
734786,825,2341900
734783,801.4,2876300
734782,809.1,2879300
734781,784.9,3690400
734780,767,5288500
734779,740.1,7073800
734776,778.9,3753500
734775,800.9,3464000
734774,795.9,4042300
734773,823.1,3476500
734772,806.4,3300800
734769,790,3785700
734768,781.2,4825900
734767,808.2,3901500
734766,840.2,2822600
734765,851.3,2933300
734762,867.9,1600
734761,866.9,387900
734760,853.5,1413600
734759,837.8,1984600
734758,829.7,2859100
734755,826.9,3758500
734754,848.6,4108700
734753,857.2,3434100
734752,826,3911900
734748,830,3708600
734747,859.8,2962500
734746,874.4,3722300
734745,866.5,2474900
734744,866.7,2568900
734741,834.8,3602400
734740,814.1,2909400
734739,829.4,2884500
734738,818.7,3010600
734737,787.5,3011200
734734,792,3554000
734733,806.7,4517200
734732,848.6,2592200
734731,855.9,3111800
734730,861.4,2462800
734727,844.7,3356800
734726,834.8,5104200
734725,799.6,6801800
734724,825.4,8276400
734723,771.1,7230000
734720,843.3,6855200
734719,858.1,4882100
734718,908.3,3870600
734717,906.9,3362400
734716,934.3,3484100
734713,941.7,3409700
734712,943.7,1947800
734711,947.5,2558900
734710,975,1506600
734709,983.3,1738000
734706,988.7,1461600
734705,989,1984400
734704,978.5,1326700
734703,977.6,1701300
734702,961.8,2155800
734699,977.3,2280700
734698,968.7,2993700
734697,980.7,2176600
734696,978.4,2203900
734695,983.5,1841800
734692,1004.6,1819200
734691,1011,1483000
734690,1000.7,2340300
734689,995.8,1771200
734685,991.9,2057900
734684,976.5,2617700
734683,971.1,2237400
734682,965,1922000
734681,948.5,2091400
734678,943.3,2184900
734677,949.7,3083100
734676,949.2,1781600
734675,953.5,2036200
734674,939.6,1784000
734671,938.57,6100
734670,932.8,286000
734669,930.9,827700
734668,949.1,1983700
734667,930.2,3112000
734664,931.9,2673200
734663,944.2,3734900
734662,939.6,3410600
734661,950.2,2365300
734660,947.6,2335300
734657,960.2,2714400
734656,973.1,2568400
734655,974.5,3809700
734654,999.6,2397200
734650,989.3,1801100
734649,985.8,2200600
734648,972.6,2114800
734647,967.3,2100200
734646,970.6,2557100
734643,983.6,2605600
734642,993.9,2937400
734641,991.9,2310800
734640,976.3,3038900
734639,981.8,2736800
734636,990.5,2382400
734635,1003.5,2674000
734634,997,2653800
734633,1007.6,1958700
734632,997,2367800
734629,984.4,3098500
734628,986.8,2846900
734627,987.2,2195900
734626,997.9,2666800
734625,1007.5,2165000
734622,1013.5,1919700
734621,1009.7,2969900
734620,1009.3,2046200
734619,1000.1,2140200
734618,991.7,1576000
734614,991,1554600
734613,988,2001100
734612,969.7,1985000
734611,967.4,3490300
734608,982.4,1853400
734607,972.8,2422400
734606,971.6,2384700
734605,967.7,2010100
734604,978.2,1682900
734601,986.1,2229200
734600,992.9,2098100
734599,997.5,1854000
734598,996.8,1979100
734597,994.9,1742300
734594,994.5,2277100
734593,987.3,2193000
734592,982.4,1518900
734591,973.6,2048700
734590,960.9,1737100
734587,968.1,2259900
734586,960.7,2442700
734585,950.4,2527000
734584,953.2,1683600
734583,958.4,2388400
734580,946.83,7900
734579,936.9,284000
734578,934.1,1065900
734577,941,2631000
734576,949.2,2251900
734573,953.3,1926100
734572,946.1,4689800
734571,960.2,2755500
734570,966.8,2816800
734569,953.9,2765300
734566,968.8,2632000
734565,975,2404500
734564,953.3,2722100
734563,947.1,2736000
734562,965.9,2022400
734559,963.1,2306200
734558,942.8,2972400
734557,943.4,2921900
734556,959.1,2847800
734552,981.3,1187500
734551,979.9,1372500
734550,975.2,1578000
734549,969.9,1392500
734548,971.6,1611600
734545,969.7,1721500
734544,958.8,2245800
734543,955.3,1749800
734542,956.1,1287700
734541,951.2,1634400
734538,944.2,1765900
734537,937.9,2078600
734536,935.1,1478700
734535,936.7,2072200
734534,923.1,2387100
734531,916.5,2758200
734530,933.5,1594300
734529,928.8,2545300
734528,922.1,2436300
734527,919.9,1866100
734524,912.8,1753100
734523,914.2,2392800
734522,923.5,2408500
734521,939.1,1831100
734517,930.3,1535500
734516,923.1,1466300
734515,924.1,1774900
734514,918.2,1653100
734513,913.2,2622100
734510,907.8,2745300
734509,912.1,2142900
734508,912.2,2009100
734507,907.4,2169200
734506,915.9,2037800
