AAPL,AAPL,1.00000000
AAPL,XOM,0.21193423
AAPL,LOW,0.08517507
AAPL,GS,0.10240120
AAPL,C,-0.00019297
XOM,AAPL,0.21193423
XOM,XOM,1.00000000
XOM,LOW,0.09281053
XOM,GS,0.11930639
XOM,C,0.01552905
LOW,AAPL,0.08517507
LOW,XOM,0.09281053
LOW,LOW,1.00000000
LOW,GS,0.04872695
LOW,C,0.00365044
GS,AAPL,0.10240120
GS,XOM,0.11930639
GS,LOW,0.04872695
GS,GS,1.00000000
GS,C,0.00723380
C,AAPL,-0.00019297
C,XOM,0.01552905
C,LOW,0.00365044
C,GS,0.00723380
C,C,1.00000000
