AAPL,AAPL,1.00
AAPL,XOM,0.18
AAPL,GE,0.32
AAPL,JNJ,0.19
AAPL,IBM,0.26
AAPL,DIA,0.47
XOM,AAPL,0.18
XOM,XOM,1.00
XOM,GE,0.24
XOM,JNJ,0.13
XOM,IBM,0.23
XOM,DIA,0.49
GE,AAPL,0.32
GE,XOM,0.24
GE,GE,1.00
GE,JNJ,0.28
GE,IBM,0.32
GE,DIA,0.62
JNJ,AAPL,0.19
JNJ,XOM,0.13
JNJ,GE,0.28
JNJ,JNJ,1.00
JNJ,IBM,0.24
JNJ,DIA,0.45
IBM,AAPL,0.26
IBM,XOM,0.23
IBM,GE,0.32
IBM,JNJ,0.24
IBM,IBM,1.00
IBM,DIA,0.63
DIA,AAPL,0.47
DIA,XOM,0.49
DIA,GE,0.62
DIA,JNJ,0.45
DIA,IBM,0.63
DIA,DIA,1.00
