AAPL,AAPL,1.00
AAPL,XOM,0.40
AAPL,GE,0.35
AAPL,JNJ,0.35
AAPL,IBM,0.45
AAPL,DIA,0.59
XOM,AAPL,0.40
XOM,XOM,1.00
XOM,GE,0.43
XOM,JNJ,0.54
XOM,IBM,0.49
XOM,DIA,0.76
GE,AAPL,0.35
GE,XOM,0.43
GE,GE,1.00
GE,JNJ,0.50
GE,IBM,0.52
GE,DIA,0.68
JNJ,AAPL,0.35
JNJ,XOM,0.54
JNJ,GE,0.50
JNJ,JNJ,1.00
JNJ,IBM,0.48
JNJ,DIA,0.74
IBM,AAPL,0.45
IBM,XOM,0.49
IBM,GE,0.52
IBM,JNJ,0.48
IBM,IBM,1.00
IBM,DIA,0.73
DIA,AAPL,0.59
DIA,XOM,0.76
DIA,GE,0.68
DIA,JNJ,0.74
DIA,IBM,0.73
DIA,DIA,1.00
