AAPL,AAPL,1.00
AAPL,XOM,0.40
AAPL,GE,0.44
AAPL,JNJ,0.34
AAPL,IBM,0.52
AAPL,DIA,0.60
XOM,AAPL,0.40
XOM,XOM,1.00
XOM,GE,0.52
XOM,JNJ,0.42
XOM,IBM,0.55
XOM,DIA,0.78
GE,AAPL,0.44
GE,XOM,0.52
GE,GE,1.00
GE,JNJ,0.39
GE,IBM,0.43
GE,DIA,0.68
JNJ,AAPL,0.34
JNJ,XOM,0.42
JNJ,GE,0.39
JNJ,JNJ,1.00
JNJ,IBM,0.47
JNJ,DIA,0.59
IBM,AAPL,0.52
IBM,XOM,0.55
IBM,GE,0.43
IBM,JNJ,0.47
IBM,IBM,1.00
IBM,DIA,0.79
DIA,AAPL,0.60
DIA,XOM,0.78
DIA,GE,0.68
DIA,JNJ,0.59
DIA,IBM,0.79
DIA,DIA,1.00
